,username,time,sentiment,surprise,sadness,disgust,happiness,anger,like,fear,content,location,gender
0,走饭,1/13/2010 21:47,anger,0.000109066,0.002344713,0.01162724,0.000270586,0.985579729,3.92e-05,2.95e-05,期末的留念，拍摄于概率论的考场，字画作者未知 #信春哥不挂科# ,江苏,f
1,走饭,5/26/2010 18:08,sadness,0.000159951,0.995778203,0.000288576,2.86e-06,0.003733021,3.65e-05,9.2e-07,教室门前惊现擎天柱，是他吗，好帅@@ ,江苏,f
2,走饭,9/5/2010 8:48,happiness,0.006231793,0.020251,0.013836464,0.749716699,0.091887325,0.114825897,0.003250762,梦见我哥生小孩了，刚出生的小孩比我还高 ,江苏,f
3,走饭,9/9/2010 21:12,surprise,0.372414529,0.319291413,0.116885975,0.099587649,0.014204951,0.072875835,0.004739635,某天某人突然call我：你是不是要鼠标？我听见嘈杂的声音，问：你在买啊？某人：。。恩。你学校能寄吧？。。。偶受宠若惊。。刚才某人：我买了个新鼠标，旧的给你吧！我：@#￥%……&* ,江苏,f
4,走饭,9/20/2010 13:39,happiness,2.66e-05,0.026842086,0.000224572,0.95258075,0.014282049,0.005996869,4.71e-05,我：我想吃月饼了。某女：超市有卖。我：…别人送的才好吃:'(。某女：去超市，你买一块送我，我买一块送你… ,江苏,f
5,走饭,11/5/2010 18:10,happiness,7.75e-05,0.002845363,9.53e-05,0.996293008,8.24e-05,0.000563941,4.24e-05,“作业”终于完工，@yuki0129 您觉得咋样 ,江苏,f
6,走饭,11/24/2010 23:08,happiness,9.01e-07,0.428857505,0.000118171,0.565418839,6.14e-05,0.005535374,7.79e-06,生日快乐?生日快乐!//@小中会大石碎胸口:亲妈瑜 我爱你 312见 或许312之前就能见呢,江苏,f
7,走饭,12/3/2010 23:52,happiness,0.000382315,0.001695649,0.001219865,0.990238667,0.000309757,0.006130953,2.27e-05,"做树懒最好了,可以一刻不停地赖在树的身上也不怕被甩下来. ",江苏,f
8,走饭,12/15/2010 0:06,sadness,8.23e-05,0.969386816,0.013202097,0.000361873,0.012535127,0.000984324,0.003447348,"听见人磨牙时,我总幻想是一只大兔子在吃夜宵,就不那么恐怖了... ",江苏,f
9,走饭,12/24/2010 11:04,like,4.25e-05,0.007628148,0.000798181,0.005563711,0.000171327,0.984791458,0.001004637,"我做梦圣诞节有两！个！男！的！要DATE我,我在梦里可纠结可纠结了也不知该赴谁的约,这会醒了觉得真轻松啊不用思考这个难题了,耶！TAT ",江苏,f
10,走饭,12/25/2010 23:59,anger,6.1e-06,9.3e-05,0.003417379,0.000533927,0.995741606,0.000203703,4.31e-06,为什么很久未见的同学打招呼的模式一定是：谈恋爱了吗 ,江苏,f
11,走饭,12/31/2010 10:44,like,0.003419005,0.016055018,0.073728085,0.072349958,0.405854434,0.413612485,0.014981114,三觉合一，睡睡平安。,江苏,f
12,走饭,1/1/2011 21:30,sadness,0.000129678,0.832488298,0.094691493,0.055755131,0.01648126,0.000386278,6.78e-05,看着萌物一天天长大，姐姐的心好纠结，姐姐每次被你萌到七荤八素的时候，都在心中桑感地念叨···“我生君未生··君生姐已老····”  ,江苏,f
13,走饭,1/2/2011 18:31,happiness,0.022679707,0.062049035,0.088297121,0.498058498,0.309126586,0.018497698,0.001291379,像１号精子２号精子３号精子······驮着ＣＣＡＶ排排队出发·······  //@佑手袏翼:朝廷换台标了？,江苏,f
14,走饭,1/2/2011 19:40,sadness,0.000139327,0.996630251,0.000110749,0.000822927,0.001621585,0.000668116,6.92e-06,最令人的发指的不是这个，是语文书指定背诵某一段，语文老师在下课前悠悠的说：虽然书本只要求背一段，但我们的考试范围是全文，大家顺便都背了吧～～[冻结],江苏,f
15,走饭,1/3/2011 21:50,like,2.49e-05,6.58e-05,1.8e-05,0.00227032,6.23e-06,0.997603238,1.17e-05,这妖怪虽丑，但是超级可爱，他的名字叫山斗 ,江苏,f
16,走饭,1/4/2011 0:12,sadness,0.004589972,0.455725908,0.063084729,0.079455979,0.010003425,0.386136055,0.00100393,胡子小鸡说：你的努力是不会背叛你的。 ,江苏,f
17,走饭,1/4/2011 0:19,like,0.002450934,0.000684486,0.298021019,0.006867385,0.123455651,0.565321505,0.00319909,明天要去随家仓 好怕人家看我太优秀就不放我走了  ,江苏,f
18,走饭,1/5/2011 20:56,happiness,2.41e-05,7.41e-05,0.000456381,0.999362648,7.3e-06,7.51e-05,4.52e-07,吃菠萝片，吃第一袋的时候里面只有一片，吃第二袋的时候发现里面竟然塞了两片，惊喜异常，觉得自己运气真是好！吃第三袋的时候，发现里面还是两片！原来本来每袋里面都该是两片的啊，白欣喜了。 ,江苏,f
19,走饭,1/6/2011 14:17,sadness,5.02e-05,0.995954633,0.001094644,0.000141996,0.002708286,4.91e-05,1.13e-06,我妈说我再胖点就好看了，脸再大点就好看了，也不知道该不该相信她 ,江苏,f
20,走饭,1/6/2011 22:57,happiness,0.000145077,0.006612185,0.009955055,0.979967594,0.002835633,0.000476899,7.58e-06,看图说话：晚上，香蕉夫妻脱了衣服上床睡觉，第二天起床，他俩踩到了香蕉皮，摔死了。[冻结],江苏,f
21,走饭,1/8/2011 9:23,sadness,0.000305245,0.997024596,0.000495953,0.000608605,0.001133661,0.00035228,7.97e-05,生的时候要请亲戚朋友大吃一顿，死的时候也要请亲戚朋友大吃一顿。我到现在还是不明白这是为什么，不过想到反正两次都不用我张罗，就不纠结了吧。,江苏,f
