,username,time,sentiment,surprise,sadness,disgust,happiness,anger,like,fear,content,location,gender
0,heytwo二黑,10/14/2016 11:53,disgust,0.001431253,0.177757934,0.488909572,0.010957154,0.063879818,0.253243655,0.003820551,多年前的契约破壁如今正式公测2333//@龙背上的土豆丶妮妮的红龙: 竟然梦想变成现实……//@ZERO妮妮丶土豆的變態Master: 我操啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！！！！盛世美颜啊啊啊啊啊！！！,北京 东城区,m
1,heytwo二黑,10/14/2016 15:02,sadness,0.000132401,0.878074825,0.003008634,0.117938213,0.000239992,0.000548366,5.75e-05,看着框太太直播长大的人（并不）,北京 东城区,m
2,heytwo二黑,10/18/2016 16:11,sadness,7.26e-05,0.941806257,0.049644276,0.006292396,0.001753757,0.000397625,3.32e-05,首抽黑叔叔险些删号....第一发十连又好像挽回了点血统..... ,北京 东城区,m
3,heytwo二黑,10/20/2016 15:28,disgust,0.001409404,0.087364264,0.809465051,0.064851217,0.015773261,0.021019505,0.000117251,求推荐表情包画师~~软萌魔性神经病的~~欢迎拉皮条或自荐wwww ,北京 东城区,m
4,heytwo二黑,10/23/2016 11:33,happiness,0.000456752,0.008562682,0.000421663,0.555808306,0.006200951,0.428373694,0.000175961,喔喔男神好速度！！诶嘿你不嫌弃就好～,北京 东城区,m
5,heytwo二黑,10/23/2016 14:06,disgust,0.004501632,0.053367518,0.737291873,0.056249298,0.005378613,0.142701805,0.000509224,这居然是直接掉落？？ 2成都·美年广场 ,北京 东城区,m
6,heytwo二黑,10/24/2016 0:00,happiness,0.001463317,0.012026695,0.181931213,0.700473011,0.005479211,0.098224372,0.00040212,又一张……🙏 2成都·美年广场 ,北京 东城区,m
7,heytwo二黑,10/26/2016 13:00,anger,0.001328334,0.110547908,0.008901387,0.001096919,0.877875447,0.000208846,4.11e-05,舞草————//@SKY-MK2今天还不赶紧画画: @Heytwo二黑 @//@Aniplex:点进官方网站，右下角有『事前登录』按钮，可以选择邮箱登录//@园田番茄汁: 那么事前登录地址在哪里,北京 东城区,m
8,heytwo二黑,10/26/2016 14:57,like,9.31e-05,0.008386729,0.038429685,0.095322147,0.000857278,0.85621804,0.000693015,转发微博,北京 东城区,m
9,heytwo二黑,10/27/2016 16:25,sadness,0.093479663,0.181262627,0.16359365,0.178812668,0.150423929,0.157345846,0.075081557,what the————,北京 东城区,m
10,heytwo二黑,10/28/2016 1:40,happiness,0.001011865,0.002754066,0.067882732,0.624822319,0.001197682,0.301162213,0.001169103,🙏 //@逐渐绅士的Miracleman://@Canjie_e:转发微博,北京 东城区,m
11,heytwo二黑,10/28/2016 14:58,happiness,0.000385066,0.005423303,0.000285396,0.978405356,0.000613736,0.014779031,0.000108064,//@希望索任合资: @Heytwo二黑 小伙伴XD//@PIZZA稍微吃了32块: @希望索任合资 //@果汁凉菜_假装在念书:哎 居然选了我hhhhh@藤间兔子//@微不足道堂_持续白日梦:@果汁凉菜_假装在念书 好多想圈的（然后还是圈了菜，总之首页每一位小伙伴都要加油呀//@saiqomo:@条形COP,北京 东城区,m
12,heytwo二黑,10/28/2016 15:14,sadness,0.011957898,0.718440711,0.004372136,0.057740323,0.202899978,0.002751745,0.001837193,给男神@希望索任合资 的曲绘~这还是我第一张LL，虽然是二赖子2333~PV→【LoveLive-Shocking Party （T-L-S Remix）】LLoveLive-Shocking Party （T-L-S Remix） 【P站】O网页链接 ¡查看图片,北京 东城区,m
13,heytwo二黑,10/31/2016 0:24,sadness,0.093479663,0.181262627,0.16359365,0.178812668,0.150423929,0.157345846,0.075081557,,北京 东城区,m
14,heytwo二黑,10/31/2016 15:27,happiness,2.86e-05,0.020404143,0.006073928,0.900599778,0.071106769,0.001743318,4.35e-05,#万圣节快乐# 民那万圣快乐~（一个周末肝出血才画完....）P站：O网页链接 2北京·双榆树小区 ,北京 东城区,m
15,heytwo二黑,11/1/2016 10:16,like,0.0066524,0.008339927,0.047896102,0.25131765,0.041024689,0.64108634,0.003682903,完美遮挡,北京 东城区,m
16,heytwo二黑,11/1/2016 15:33,happiness,0.003455796,0.002213158,0.050153632,0.913100839,0.008051527,0.022337765,0.000687249,嘶————//@惡豆: @Heytwo二黑//@鹅与鹿://@百合全书:站攻不如躺受//@一般会社员Nagi: 看看吼姆这被压在身下的受样,北京 东城区,m
17,heytwo二黑,11/3/2016 14:52,anger,0.000270661,0.00482773,0.001016847,0.015108295,0.977998614,0.000295868,0.000481946,卧槽美美美.....,北京 东城区,m
18,heytwo二黑,11/3/2016 17:03,happiness,0.000216901,0.177406743,0.004198121,0.793557942,0.014385212,0.009482331,0.000752727,美哭,北京 东城区,m
19,heytwo二黑,11/4/2016 10:53,sadness,0.091388397,0.644259691,0.16669935,0.036026739,0.023102595,0.018127866,0.020395333,来啊~互相伤害啊！,北京 东城区,m
